homenames,home_previous,previous,racsid,service,suburbs,states,post_code,hrefdata
Thomas Eccles Gardens 0197,Illawarra Retirement Trust,Sans Souci GardensSans Souci Hostel for the Aged,0197,Residential,Yass,New South Wales,2582,/services/thomas-eccles-gardens-0197
Thomas Holt Sans Souci Gardens 0288,Amana Living Incorporated,Parramatta Aged Care FacilityArk Health Care ParramattaParramatta Nursing Home,0288,Residential,Sans Souci,New South Wales,2219,/services/thomas-holt-sans-souci-gardens-0288
Thomas Scott Hostel 7114,Three Tree Lodge Lithgow Limited,Glenview Homes,7114,Residential,Camillo,Western Australia,6111,/services/thomas-scott-hostel-7114
Thomas Street Lodge 2431,Timbrebongie House Limited,Toukley Aged Care Facility,2431,Residential,Parramatta,New South Wales,2150,/services/thomas-street-lodge-2431
Touriandi Limited 0270,Touriandi Limited,Touriandi Lodge,0270,Residential,Bingara,New South Wales,2404,/services/touriandi-limited-0270
Traralgon Aged Care  4009,Aged Care Group Pty Ltd,Brookfield Park Private Nursing Home,4009,Residential,Traralgon,Victoria,3844,/services/traralgon-aged-care-4009
Treeby Parklands Care Community 7424,DPG Services Pty Ltd,Tricare Annerley Nursing Centre,7424,Residential,Treeby,Western Australia,6164,/services/treeby-parklands-care-community-7424
Trentham Hostel 3331,Central Highlands Rural Health,Tricare Bayview Place Nursing CentreBayview Place Aged Care Residence,3331,Residential,Trentham,Victoria,3458,/services/trentham-hostel-3331
Trentham Nursing Home 3512,Central Highlands Rural Health,Tricare Bundaberg Nursing CentreBundaberg Aged Care Residence,3512,Residential,Trentham,Victoria,3458,/services/trentham-nursing-home-3512
Trescowthick House Hostel 3194,West Wimmera Health Service,Tricare Cypress Gardens Nursing CentreCypress Gardens Aged Care Residence,3194,Residential,Natimuk,Victoria,3409,/services/trescowthick-house-hostel-3194
Trevi Court 3589,Allity Pty Ltd,Tricare Jindalee Nursing CentreTriCare Jindalee Nursing Home,3589,Residential,Essendon,Victoria,3040,/services/trevi-court-3589
TriCare Annerley Aged Care Residence 5927,TriCare Annerley Aged Care Pty Ltd,Tricare Kawana Waters Private Nursing CentreKawana Waters Aged Care Residence,5927,Residential,Annerley,Queensland,4103,/services/tricare-annerley-aged-care-residence-5927
TriCare Bayview Place Aged Care Residence 5975,TriCare Bayview Place Aged Care Pty Ltd,TriCare Labrador Private Nursing CentreTricare Labrador Nursing CentreLabrador Aged Care Residence,5975,Residential,Runaway Bay,Queensland,4216,/services/tricare-bayview-place-aged-care-residence-5975
TriCare Bundaberg Aged Care Residence 5936,TriCare Bundaberg Aged Care Pty Ltd,Tricare Mermaid Beach Aged Care ResidenceMermaid Beach Aged Care Residence,5936,Residential,Bundaberg,Queensland,4670,/services/tricare-bundaberg-aged-care-residence-5936
TriCare Cypress Gardens Aged Care Residence 5460,TriCare Sunnybrae Aged Care Pty Ltd,Mount Gravatt Aged Care ResidenceMt Gravatt Aged Care ResidenceTricare Mt Gravatt Nursing CentreMt Gravatt Aged Care Residence,5460,Residential,Clear Island Waters,Queensland,4226,/services/tricare-cypress-gardens-aged-care-residence-5460
TriCare Jindalee Aged Care Residence 5939,TriCare Jindalee Aged Care Pty Ltd,Tricare Pimpama Nursing CentrePimpama Aged Care Residence,5939,Residential,Jindalee,Queensland,4074,/services/tricare-jindalee-aged-care-residence-5939
TriCare Kawana Waters Aged Care Residence 5471,TriCare (Kawana Waters) Pty Ltd,Pt Vernon Aged Care ResidenceTricare Pt Vernon Nursing CentrePoint Vernon Aged Care Residence,5471,Residential,Kawana Waters,Queensland,4575,/services/tricare-kawana-waters-aged-care-residence-5471
TriCare Labrador Aged Care Residence 5926,TriCare Labrador Aged Care Pty Ltd,Tricare Stafford Heights Private Nursing CentreStafford Lakes Aged Care Residence,5926,Residential,Biggera Waters,Queensland,4216,/services/tricare-labrador-aged-care-residence-5926
TriCare Mermaid Beach Aged Care Residence 5882,TriCare Mermaid Beach Aged Care Pty Ltd,Sunnybank Hills Aged Care Residence,5882,Residential,Mermaid Beach,Queensland,4218,/services/tricare-mermaid-beach-aged-care-residence-5882
TriCare Toowoomba Aged Care Residence 5947,TriCare Toowoomba Aged Care Pty Ltd,Toowoomba Aged Care Residence,5947,Residential,Toowoomba,Queensland,4350,/services/tricare-toowoomba-aged-care-residence-5947
TriCare Upper Mt Gravatt Aged Care Residence 5334,TriCare Agay Street Aged Care Pty Ltd,Upper Mount Gravatt Aged Care ResidenceTricare Mt Gravatt Private HostelUpper Mt Gravatt Aged Care Residence,5334,Residential,Upper Mount Gravatt,Queensland,4122,/services/tricare-upper-mt-gravatt-aged-care-residence-5334
Trinder Park 5130,Lutheran Church of Australia - Queensland District,Trinder Park Rest Home Hostel,5130,Residential,Woodridge,Queensland,4114,/services/trinder-park-5130
Trinity Manor 4158,Trinity Care Pty Ltd,Burwood Hill Aged Care,4158,Residential,Deepdene,Victoria,3103,/services/trinity-manor-4158
Trinity Manor Burwood 4307,Trinity Care Burwood Pty Ltd,Tuia Lodge Frail Aged Facility,4307,Residential,Burwood,Victoria,3125,/services/trinity-manor-burwood-4307
Trinity Manor Greensborough 3396,Trinity Care Pty Ltd,Tully ,3396,Residential,Greensborough,Victoria,3088,/services/trinity-manor-greensborough-3396
Trinity Village 7171,Catholic Homes Incorporated,Twin Parks Private Hostel,7171,Residential,Duncraig,Western Australia,6023,/services/trinity-village-7171
Tuart Lodge 7268,Air Force Association (Western Australian Division) Incorporated,Abrina Nursing Home,7268,Residential,Merriwa,Western Australia,6030,/services/tuart-lodge-7268
Tuia Lodge 7124,Shire of Donnybrook Balingup,Uniting Aged Care - AldersgateUniting Aged Care - Aldersgate Hostel,7124,Residential,Donnybrook,Western Australia,6239,/services/tuia-lodge-7124
Tully Nursing Home 5454,Tully Nursing Home Inc,Uniting Aged Care - Aldersgate Village,5454,Residential,Tully,Queensland,4854,/services/tully-nursing-home-5454
Tuohy Nursing Home 7826,Fresh Fields Management (WA) Pty Ltd,Uniting Aged Care - Box Hill,7826,Residential,Midland,Western Australia,6056,/services/tuohy-nursing-home-7826
Uniting AgeWell Carnsworth 4056 (Closed),Uniting AgeWell Limited,Uniting Aged Care - CarnsworthUniting Aged Care- Carnsworth,4056,Residential,Kew,Victoria,3101,/services/uniting-agewell-carnsworth-4056-closed
Uniting AgeWell Condare Court 3081,Uniting AgeWell Limited,Uniting Aged Care - Condare CourtUniting Aged Care- Condare Court,3081,Residential,Camberwell,Victoria,3125,/services/uniting-agewell-condare-court-3081
Uniting AgeWell Girrawheen 4160 (Closed),The Uniting Church in Australia Property Trust (Victoria),Uniting AgeWell GirrawheenUniting Aged Care - Girrawheen,4160,Residential,Brighton,Victoria,3186,/services/uniting-agewell-girrawheen-4160-closed
Uniting AgeWell Hawthorn Community 3089,Uniting AgeWell Limited,Uniting Aged Care - Kalkee Murray,3089,Residential,Hawthorn,Victoria,3122,/services/uniting-agewell-hawthorn-community-3089
Uniting AgeWell Kalkee Murray 3356,Uniting AgeWell Limited,Uniting Aged Care - Kalkee Nangatta,3356,Residential,Belmont,Victoria,3216,/services/uniting-agewell-kalkee-murray-3356
Uniting AgeWell Kalkee Nangatta 3086,Uniting AgeWell Limited,Uniting AgeWell - Kingsville CommunityUniting Aged Care Kingsville,3086,Residential,Belmont,Victoria,3216,/services/uniting-agewell-kalkee-nangatta-3086
Uniting AgeWell Kingsville 3352,Uniting AgeWell Limited,Uniting Aged Care - Lillian MartinUniting Aged Care - Lillian Martin Hostel,3352,Residential,Kingsville,Victoria,3012,/services/uniting-agewell-kingsville-3352
Uniting AgeWell Lillian Martin 8008,Uniting AgeWell Limited,Uniting Aged Care Manor LakesUniting Aged Care - Manor Lakes,8008,Residential,Mornington,Tasmania,7018,/services/uniting-agewell-lillian-martin-8008
Uniting AgeWell Manor Lakes 4176,Uniting AgeWell Limited,Uniting Aged Care - Ningana,4176,Residential,Wyndham Vale,Victoria,3024,/services/uniting-agewell-manor-lakes-4176
Uniting AgeWell Ningana 8048,Uniting AgeWell Limited,Uniting Aged Care Noble ParkUniting Aged Care - Trewint,8048,Residential,Sorell,Tasmania,7172,/services/uniting-agewell-ningana-8048
Uniting AgeWell Noble Park 4245,Uniting AgeWell Limited,Uniting Aged Care Queenborough RiseUniting Aged Care - Queenborough Rise,4245,Residential,Noble Park,Victoria,3174,/services/uniting-agewell-noble-park-4245
Uniting AgeWell Preston 4209,Uniting AgeWell Limited,Uniting Aged Care - Strath-Haven,4209,Residential,Preston,Victoria,3072,/services/uniting-agewell-preston-4209
Uniting AgeWell Queenborough Rise 8086,Uniting AgeWell Limited,Uniting Aged Care - Strathaven,8086,Residential,Sandy Bay,Tasmania,7005,/services/uniting-agewell-queenborough-rise-8086
Uniting AgeWell Strath-Haven 3085,Uniting AgeWell Limited,Uniting Aged Care - Strathdevon,3085,Residential,Bendigo,Victoria,3550,/services/uniting-agewell-strath-haven-3085
Uniting AgeWell Strathaven 8760,Uniting AgeWell Limited,Uniting Aged Care - Strathdon Community,8760,Residential,Rosetta,Tasmania,7010,/services/uniting-agewell-strathaven-8760
Uniting AgeWell Strathdevon 8405,Uniting AgeWell Limited,Uniting Aged Care - Strathglen,8405,Residential,Latrobe,Tasmania,7307,/services/uniting-agewell-strathdevon-8405
Uniting AgeWell Strathdon Community 3632,Uniting AgeWell Limited,Uniting Aged Care - Tanderra,3632,Residential,Forest Hill,Victoria,3131,/services/uniting-agewell-strathdon-community-3632
Uniting AgeWell Strathglen 8420,Uniting AgeWell Limited,Alblas Lodge,8420,Residential,Berriedale,Tasmania,7011,/services/uniting-agewell-strathglen-8420
Uniting Aldersgate Lilyfield 2005,The Uniting Church in Australia Property Trust (NSW),Uniting Aldersgate House LilyfieldAldersgate House Nursing Home,2005,Residential,Lilyfield,New South Wales,2040,/services/uniting-aldersgate-lilyfield-2005
Uniting Alroy House Singleton 0149,The Uniting Church in Australia Property Trust (NSW),Elizabeth Gates Nursing Home / Alroy House HostelAlroy House Hostel,0149,Residential,Singleton Heights,New South Wales,2330,/services/uniting-alroy-house-singleton-0149
Uniting Amala Gordon ACT 2949,The Uniting Church in Australia Property Trust (NSW),Amala,2949,Residential,Gordon,Australian Capital Territory,2906,/services/uniting-amala-gordon-act-2949
Uniting Annesley Haberfield 0100,The Uniting Church in Australia Property Trust (NSW),Uniting Annesley House LeichhardtAnnesley House,0100,Residential,Haberfield,New South Wales,2045,/services/uniting-annesley-haberfield-0100
Uniting Arrunga Ermington 0838,The Uniting Church in Australia Property Trust (NSW),Arrunga,0838,Residential,Ermington,New South Wales,2115,/services/uniting-arrunga-ermington-0838
Uniting Banks Lodge Peakhurst 0232,The Uniting Church in Australia Property Trust (NSW),Banks LodgeBanks Lodge Hostel,0232,Residential,Peakhurst,New South Wales,2210,/services/uniting-banks-lodge-peakhurst-0232
Uniting Bankstown 0472,The Uniting Church in Australia Property Trust (NSW),Bankstown Uniting CentreBankstown Hostel,0472,Residential,Bankstown,New South Wales,2200,/services/uniting-bankstown-0472
Uniting Bernard Austin Lodge Liverpool 0347,The Uniting Church in Australia Property Trust (NSW),Bernard Austin Lodge,0347,Residential,Liverpool,New South Wales,2170,/services/uniting-bernard-austin-lodge-liverpool-0347
Uniting Boronia Gerringong 0385,The Uniting Church in Australia Property Trust (NSW),Boronia Hostel,0385,Residential,Gerringong,New South Wales,2534,/services/uniting-boronia-gerringong-0385
Uniting Bowden Brae Normanhurst 2615,The Uniting Church in Australia Property Trust (NSW),Bowden Brae Gardens,2615,Residential,Normanhurst,New South Wales,2076,/services/uniting-bowden-brae-normanhurst-2615
Uniting Bruce Sharpe Rockdale 0145,The Uniting Church in Australia Property Trust (NSW),Bruce Sharpe Lodge/Mayflower VillageBruce Sharpe Hostel/Mayflower Village,0145,Residential,Rockdale,New South Wales,2216,/services/uniting-bruce-sharpe-rockdale-0145
Uniting Caroona Bonalbo 0025 (Closed),The Uniting Church in Australia Property Trust (NSW),Caroona Bonalbo Hostel,0025,Residential,Bonalbo,New South Wales,2469,/services/uniting-caroona-bonalbo-0025-closed
Uniting Caroona Jarman Goonellabah  0073,The Uniting Church in Australia Property Trust (NSW),Uniting Caroona Jarmin GoonellabahCaroona Goonellabah HostelCaroona Jarman Hostel,0073,Residential,Goonellabah,New South Wales,2480,/services/uniting-caroona-jarman-goonellabah-0073
Uniting Caroona Kalina Goonellabah 2083,The Uniting Church in Australia Property Trust (NSW),Caroona Kalina Nursing Home,2083,Residential,Goonellabah,New South Wales,2480,/services/uniting-caroona-kalina-goonellabah-2083
Uniting Caroona Marima Goonellabah 2535,The Uniting Church in Australia Property Trust (NSW),Caroona Marima Nursing Home,2535,Residential,Goonellabah,New South Wales,2480,/services/uniting-caroona-marima-goonellabah-2535
Uniting Caroona Yamba 0393,The Uniting Church in Australia Property Trust (NSW),Yamba Hostel,0393,Residential,Yamba,New South Wales,2464,/services/uniting-caroona-yamba-0393
Uniting Eabrai Weston ACT 2915,The Uniting Church in Australia Property Trust (NSW),UnitingCare Ageing Eabrai LodgeUniting Care Mirinjani Retirement Village -  Eabrai Lodge Special Care HostelUniting Care Mirinjani Retirement Village - Eabrai Lodge Special Care HostelEabrai Lodge Special Care Hostel,2915,Residential,Weston,Australian Capital Territory,2611,/services/uniting-eabrai-weston-act-2915
Uniting Edina Waverley 0183,The Uniting Church in Australia Property Trust (NSW),Edina Hostel,0183,Residential,Waverley,New South Wales,2024,/services/uniting-edina-waverley-0183
Uniting Edina Waverley 2639,The Uniting Church in Australia Property Trust (NSW),Edina Nursing Home,2639,Residential,Waverley,New South Wales,2024,/services/uniting-edina-waverley-2639
Uniting Edinglassie Lodge Penrith 0488,The Uniting Church in Australia Property Trust (NSW),Edinglassie Lodge,0488,Residential,Penrith,New South Wales,2750,/services/uniting-edinglassie-lodge-penrith-0488
Uniting Elanora Shellharbour 0969,The Uniting Church in Australia Property Trust (NSW),Elanora,0969,Residential,Shellharbour City Centre,New South Wales,2529,/services/uniting-elanora-shellharbour-0969
Uniting Elizabeth Gates Singleton 2380,The Uniting Church in Australia Property Trust (NSW),Elizabeth Gates Nursing Home,2380,Residential,Singleton Heights,New South Wales,2330,/services/uniting-elizabeth-gates-singleton-2380
Uniting Farmborough Unanderra 0647,The Uniting Church in Australia Property Trust (NSW),Farmborough Aged Care Centre,0647,Residential,Unanderra,New South Wales,2526,/services/uniting-farmborough-unanderra-0647
Uniting Garden Suburb 2698,The Uniting Church in Australia Property Trust (NSW),Garden Suburb Nursing Home,2698,Residential,Garden Suburb,New South Wales,2289,/services/uniting-garden-suburb-2698
Uniting Gerringong 2687,The Uniting Church in Australia Property Trust (NSW),John and Helen Robinson Nursing HomeUniting John and Helen Robinson Gerringong,2687,Residential,Gerringong,New South Wales,2534,/services/uniting-gerringong-2687
Uniting Hawkesbury Richmond 0222,The Uniting Church in Australia Property Trust (NSW),Uniting Care Hawkesbury VillageUnitingCare Hawkesbury Village,0222,Residential,Richmond,New South Wales,2753,/services/uniting-hawkesbury-richmond-0222
Uniting Illowra Waverley 0378,The Uniting Church in Australia Property Trust (NSW),Illowra Hostel,0378,Residential,Waverley,New South Wales,2024,/services/uniting-illowra-waverley-0378
Uniting Irwin Hall Mayfield 0112,The Uniting Church in Australia Property Trust (NSW),Irwin Hall/Annesley Court,0112,Residential,Mayfield,New South Wales,2304,/services/uniting-irwin-hall-mayfield-0112
